train_idx,CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
4432,718325883,39,M,2,Uneducated,Single,$40K - $60K,Blue,32,6,3,2,7723.0,1902,5821.0,1.181,1241,22,1.0,0.246,1
4433,824915208,44,F,3,Doctorate,Married,Unknown,Blue,40,2,1,1,7212.0,1008,6204.0,0.727,5169,82,0.745,0.14,1
4434,716856408,39,F,4,Graduate,Single,Less than $40K,Blue,28,5,2,4,1438.3,0,1438.3,0.777,2392,44,0.375,0.0,0
4435,719767683,46,M,0,College,Single,$80K - $120K,Blue,39,2,3,3,16983.0,0,16983.0,1.061,8526,79,0.837,0.0,0
4436,714366708,58,M,2,Unknown,Divorced,$60K - $80K,Blue,36,6,1,1,1490.0,1069,421.0,0.84,3790,85,0.889,0.717,1
4437,790174608,37,M,1,Doctorate,Single,$80K - $120K,Blue,30,6,3,2,19300.0,1181,18119.0,0.764,2660,70,0.795,0.061,1
4438,709886583,37,F,2,High School,Single,Less than $40K,Blue,28,5,2,1,7411.0,633,6778.0,0.762,2761,77,0.604,0.085,1
4439,753534633,42,M,3,High School,Single,$60K - $80K,Blue,35,4,3,3,7255.0,0,7255.0,0.9,3148,62,0.824,0.0,1
4440,715250583,55,M,2,Unknown,Single,$80K - $120K,Blue,48,3,2,3,8082.0,1138,6944.0,0.723,4277,59,0.788,0.141,1
4441,709029408,41,M,4,Graduate,Married,$60K - $80K,Blue,36,4,1,2,8923.0,2517,6406.0,1.726,1589,24,1.667,0.282,1
4442,789492558,49,F,2,College,Married,Less than $40K,Blue,40,1,2,1,2096.0,1276,820.0,0.6,4926,82,0.745,0.609,1
4443,718457058,43,M,4,High School,Married,$40K - $60K,Blue,35,1,1,1,3442.0,2517,925.0,0.62,7801,74,0.644,0.731,1
4444,710081208,52,M,2,College,Single,$120K +,Blue,32,4,3,1,4935.0,0,4935.0,0.713,7886,64,0.882,0.0,0
4445,811527933,65,F,0,College,Single,Less than $40K,Silver,56,3,4,3,10885.0,1758,9127.0,0.8,2291,39,0.773,0.162,0
4446,712938258,45,M,2,Graduate,Single,Less than $40K,Silver,32,2,1,3,12695.0,1613,11082.0,0.852,8328,94,0.843,0.127,1
4447,718812708,57,M,2,Graduate,Single,$120K +,Blue,44,5,3,4,34516.0,219,34297.0,0.482,1882,48,0.714,0.006,0
4448,785080308,37,F,2,High School,Married,Less than $40K,Blue,31,5,3,3,2352.0,0,2352.0,1.467,2344,48,0.92,0.0,1
4449,717132633,62,M,0,Uneducated,Single,$40K - $60K,Blue,50,3,2,2,7348.0,1466,5882.0,1.236,3066,61,0.694,0.2,1
4450,715462008,45,M,2,College,Married,$60K - $80K,Blue,35,6,3,2,17884.0,2096,15788.0,0.477,2031,49,0.633,0.117,1
4451,712914783,43,M,5,Graduate,Single,$40K - $60K,Blue,31,4,1,2,7564.0,0,7564.0,0.61,4743,82,0.822,0.0,1
4452,799011558,43,M,3,Uneducated,Married,$120K +,Blue,37,1,2,3,16909.0,1171,15738.0,0.767,15740,120,0.739,0.069,1
4453,774760458,62,F,1,High School,Unknown,$40K - $60K,Blue,56,3,5,1,3807.0,2517,1290.0,0.506,1739,36,0.5,0.661,0
4454,717990183,52,M,4,Uneducated,Married,$80K - $120K,Blue,36,5,2,2,7474.0,2444,5030.0,0.619,5100,79,0.717,0.327,1
4455,788737083,34,F,2,High School,Married,Less than $40K,Blue,13,6,2,2,1798.0,833,965.0,0.882,4551,84,0.787,0.463,1
4456,708153558,46,M,5,Doctorate,Divorced,$120K +,Blue,31,1,2,2,34516.0,1802,32714.0,0.871,7936,101,0.485,0.052,1
4457,780497958,41,M,3,High School,Divorced,$80K - $120K,Blue,28,1,3,3,16627.0,2118,14509.0,0.589,7996,99,0.597,0.127,1
4458,713084208,43,M,4,College,Married,$40K - $60K,Blue,32,6,3,3,4373.0,0,4373.0,0.623,2397,46,0.484,0.0,0
4459,808981608,50,F,2,Uneducated,Married,Less than $40K,Blue,45,4,1,0,5452.0,540,4912.0,0.539,4220,66,0.737,0.099,1
4460,713418558,46,F,3,Graduate,Divorced,Less than $40K,Blue,37,6,1,0,9013.0,0,9013.0,0.597,3819,71,0.614,0.0,1
4461,710166783,49,F,1,Graduate,Married,Less than $40K,Blue,36,3,3,0,8228.0,0,8228.0,0.942,4277,80,0.702,0.0,1
4462,804673308,49,M,5,Uneducated,Married,$40K - $60K,Blue,44,2,3,4,3893.0,0,3893.0,0.662,1866,37,0.947,0.0,0
4463,714630858,36,F,1,Uneducated,Unknown,Less than $40K,Blue,36,2,3,2,1470.0,458,1012.0,0.543,2383,39,0.444,0.312,0
4464,778839108,50,F,3,High School,Married,Less than $40K,Blue,31,3,1,4,6292.0,0,6292.0,0.515,3687,74,0.644,0.0,1
4465,716434533,40,M,3,High School,Married,$80K - $120K,Blue,36,2,3,4,29149.0,0,29149.0,0.615,2106,56,0.697,0.0,0
4466,801048483,34,M,3,Uneducated,Divorced,$120K +,Blue,28,4,3,3,9180.0,1814,7366.0,0.628,2646,49,0.633,0.198,1
4467,787482033,60,M,1,High School,Divorced,$80K - $120K,Blue,48,1,5,3,28930.0,0,28930.0,0.645,2251,27,0.227,0.0,0
4468,718465458,49,M,1,Unknown,Single,$80K - $120K,Blue,31,6,1,4,5898.0,1348,4550.0,0.64,1002,21,1.333,0.229,1
4469,799000008,57,M,2,Post-Graduate,Divorced,$120K +,Blue,51,4,1,1,26437.0,1472,24965.0,0.742,1244,36,0.5,0.056,1
4470,780984408,65,F,0,Unknown,Divorced,Less than $40K,Blue,50,3,3,3,7487.0,1953,5534.0,0.891,4070,63,0.658,0.261,1
4471,721455558,56,M,0,Graduate,Single,$60K - $80K,Blue,44,1,3,2,6828.0,1859,4969.0,0.752,14713,104,0.677,0.272,1
4472,712137033,52,F,2,College,Married,Unknown,Blue,45,5,1,2,2737.0,1719,1018.0,0.657,4725,63,0.615,0.628,1
4473,708273858,40,M,3,Graduate,Divorced,$120K +,Blue,30,3,2,1,34516.0,0,34516.0,0.643,3734,80,0.86,0.0,1
4474,717840108,48,M,4,Unknown,Married,$80K - $120K,Blue,41,2,3,6,4806.0,1357,3449.0,0.573,1771,35,0.346,0.282,0
4475,713087958,53,M,4,High School,Divorced,$120K +,Blue,36,3,3,2,34516.0,1337,33179.0,0.704,7919,85,0.635,0.039,1
4476,789871233,49,M,3,High School,Married,$80K - $120K,Blue,39,5,3,2,2361.0,1342,1019.0,0.6,4316,78,0.529,0.568,1
4477,714710733,51,M,3,Unknown,Single,$80K - $120K,Blue,36,4,1,2,5611.0,0,5611.0,0.697,16557,120,0.622,0.0,1
4478,715995933,46,M,0,Graduate,Single,$120K +,Blue,36,6,2,1,2692.0,1631,1061.0,0.99,4619,83,0.694,0.606,1
4479,787833333,44,M,3,College,Unknown,$80K - $120K,Blue,35,6,1,2,6361.0,1292,5069.0,1.027,1571,38,0.52,0.203,1
4480,712740108,43,F,4,Uneducated,Divorced,Less than $40K,Blue,33,6,3,1,1706.0,0,1706.0,0.601,2371,45,0.5,0.0,0
4481,757854858,50,M,2,Unknown,Married,$60K - $80K,Blue,43,4,3,4,3143.0,0,3143.0,0.764,2297,37,0.321,0.0,0
4482,713692683,41,M,2,Uneducated,Married,$60K - $80K,Blue,13,4,2,2,2243.0,1944,299.0,0.942,3216,77,0.674,0.867,1
4483,717631008,38,M,2,Graduate,Married,$80K - $120K,Blue,31,4,1,2,24296.0,0,24296.0,0.781,1886,48,0.5,0.0,1
4484,715260558,44,F,4,High School,Single,$40K - $60K,Blue,36,3,2,2,2055.0,0,2055.0,0.975,7674,80,0.633,0.0,1
4485,717774333,48,M,3,High School,Married,$60K - $80K,Blue,36,1,2,5,8431.0,0,8431.0,0.222,5189,57,0.357,0.0,0
4486,712916958,55,F,2,Graduate,Married,Unknown,Blue,36,5,3,2,12494.0,0,12494.0,0.576,7026,69,0.917,0.0,0
4487,721424583,35,F,1,High School,Married,Less than $40K,Blue,26,4,2,3,1918.0,900,1018.0,0.873,4237,76,0.9,0.469,1
4488,716689383,39,F,2,Graduate,Married,$40K - $60K,Blue,26,4,1,1,3649.0,929,2720.0,0.633,3964,77,0.75,0.255,1
4489,709674333,33,M,2,High School,Single,$60K - $80K,Blue,23,4,2,1,2400.0,0,2400.0,1.064,2677,70,0.892,0.0,1
4490,718279983,49,F,1,College,Married,Unknown,Blue,36,1,3,2,5039.0,2489,2550.0,0.875,4770,74,0.947,0.494,1
4491,794485158,38,M,2,Unknown,Married,$80K - $120K,Blue,18,6,1,2,2172.0,1475,697.0,1.158,2447,46,1.3,0.679,1
4492,805522758,44,F,1,Doctorate,Divorced,Less than $40K,Blue,39,5,2,4,2311.0,1830,481.0,1.289,1701,33,1.357,0.792,1
4493,789520533,52,M,2,Uneducated,Single,$120K +,Blue,44,6,3,2,26174.0,1864,24310.0,0.684,4551,65,0.667,0.071,1
4494,716498883,48,M,4,Graduate,Single,$80K - $120K,Blue,36,6,4,1,22067.0,685,21382.0,0.605,3577,64,0.882,0.031,1
4495,788789658,40,M,5,Unknown,Unknown,$80K - $120K,Blue,22,6,1,4,4042.0,1744,2298.0,0.582,1471,37,0.542,0.431,1
4496,713948808,55,M,3,High School,Single,$60K - $80K,Blue,47,3,2,2,1602.0,962,640.0,0.834,4873,97,0.764,0.6,1
4497,719556558,46,M,2,Doctorate,Married,$120K +,Blue,34,6,3,1,3499.0,1759,1740.0,0.635,3972,67,0.558,0.503,1
4498,708665133,40,M,2,Graduate,Married,$80K - $120K,Blue,28,6,2,3,3654.0,1172,2482.0,0.938,4003,67,0.595,0.321,1
4499,712640583,60,F,0,Doctorate,Married,Unknown,Blue,51,4,1,3,7508.0,2148,5360.0,0.89,4950,70,0.707,0.286,1
4500,790134408,46,M,4,Graduate,Single,$60K - $80K,Blue,39,6,2,3,10741.0,755,9986.0,1.166,1278,22,1.444,0.07,1
4501,709265208,47,F,4,Graduate,Single,Less than $40K,Blue,37,4,3,2,1438.3,780,658.3,0.66,4422,59,0.844,0.542,1
4502,720666333,36,M,3,Unknown,Married,$120K +,Blue,24,6,3,2,24577.0,0,24577.0,0.75,1897,39,0.393,0.0,1
4503,718433508,40,F,3,Uneducated,Unknown,Less than $40K,Blue,30,2,5,2,2481.0,2119,362.0,0.801,8097,88,0.63,0.854,1
4504,823837158,44,M,3,Graduate,Single,$40K - $60K,Blue,40,1,3,1,9199.0,1230,7969.0,0.591,15367,123,0.685,0.134,1
4505,709381383,49,M,4,Graduate,Married,$60K - $80K,Blue,36,4,6,2,2952.0,2517,435.0,0.809,3830,77,0.51,0.853,1
4506,772375533,30,M,1,Graduate,Married,$80K - $120K,Blue,19,5,3,2,9959.0,2377,7582.0,1.1,1560,39,0.696,0.239,1
4507,758863383,47,F,2,Uneducated,Unknown,Less than $40K,Silver,36,1,3,2,14767.0,948,13819.0,0.999,13090,104,0.625,0.064,1
4508,803097333,41,M,2,Graduate,Married,$80K - $120K,Blue,35,3,3,4,10873.0,1514,9359.0,0.879,5089,82,0.783,0.139,1
4509,712181658,37,F,2,Graduate,Single,$40K - $60K,Blue,36,4,3,1,2407.0,1552,855.0,0.62,4983,86,0.755,0.645,1
4510,716389833,50,F,1,Unknown,Single,Less than $40K,Blue,40,4,1,2,2319.0,1026,1293.0,0.521,4099,74,0.721,0.442,1
4511,714139308,53,M,3,Uneducated,Married,$60K - $80K,Blue,42,2,5,1,1438.3,0,1438.3,0.895,4722,81,0.841,0.0,1
4512,717413658,43,M,4,High School,Married,$40K - $60K,Blue,32,6,2,2,1539.0,989,550.0,0.86,1987,47,0.808,0.643,1
4513,708774708,47,F,4,Graduate,Unknown,$40K - $60K,Blue,29,6,1,3,2636.0,1589,1047.0,0.864,3858,70,0.522,0.603,1
4514,710026458,34,M,1,Unknown,Married,$40K - $60K,Blue,36,2,2,2,3995.0,2475,1520.0,0.817,12575,99,0.8,0.62,1
4515,719521983,38,M,2,Uneducated,Married,$40K - $60K,Blue,31,4,3,3,6116.0,1698,4418.0,0.937,1592,32,1.0,0.278,1
4516,788827308,65,M,1,Graduate,Married,Less than $40K,Blue,50,6,2,4,4507.0,1574,2933.0,0.744,1793,38,0.652,0.349,1
4517,791856033,45,M,2,College,Divorced,$80K - $120K,Blue,39,3,4,4,34516.0,0,34516.0,1.014,1041,27,0.35,0.0,0
4518,818294958,52,M,2,College,Married,$120K +,Blue,47,3,3,2,27347.0,719,26628.0,0.695,4040,77,0.674,0.026,1
4519,807593058,41,F,3,Unknown,Single,$40K - $60K,Blue,36,3,2,4,5317.0,0,5317.0,0.699,2003,29,0.318,0.0,0
4520,710287533,31,M,2,Graduate,Single,$40K - $60K,Blue,36,3,2,4,6269.0,1169,5100.0,0.743,2221,57,0.727,0.186,1
4521,718577958,39,M,2,Uneducated,Married,$120K +,Blue,26,2,3,4,8906.0,0,8906.0,0.315,809,15,0.25,0.0,0
4522,779183958,45,F,2,Graduate,Single,Less than $40K,Blue,33,1,3,4,1492.0,0,1492.0,0.502,2469,38,0.267,0.0,0
4523,711334983,41,F,3,High School,Married,Unknown,Blue,32,1,2,4,26229.0,0,26229.0,0.504,2077,46,0.643,0.0,0
4524,713755458,50,M,1,Unknown,Unknown,$80K - $120K,Blue,36,6,3,4,9959.0,952,9007.0,0.825,10310,63,1.1,0.096,0
4525,827049558,47,M,2,Graduate,Unknown,$80K - $120K,Blue,43,3,2,2,2158.0,1170,988.0,0.73,4421,89,0.679,0.542,1
4526,709143183,52,F,2,Doctorate,Married,$40K - $60K,Blue,43,3,2,4,1822.0,1605,217.0,0.756,2538,39,0.696,0.881,0
4527,715588008,45,M,4,College,Married,$80K - $120K,Blue,31,4,3,3,31978.0,1659,30319.0,0.556,2333,51,1.217,0.052,1
4528,789970233,54,F,2,High School,Married,Less than $40K,Blue,45,6,1,1,2513.0,1126,1387.0,0.324,1454,30,0.25,0.448,1
4529,712867983,54,F,2,Uneducated,Single,Less than $40K,Blue,43,6,1,4,3006.0,633,2373.0,0.733,5177,66,0.65,0.211,1
4530,721144383,42,M,4,Graduate,Married,$60K - $80K,Silver,28,5,1,2,28202.0,843,27359.0,0.637,1629,38,0.727,0.03,1
4531,713372583,42,F,4,High School,Single,Less than $40K,Blue,19,3,2,0,1438.3,0,1438.3,0.676,3786,67,0.523,0.0,1
4532,714520233,59,F,0,Graduate,Married,Less than $40K,Blue,36,2,3,2,1708.0,0,1708.0,0.443,1992,38,0.357,0.0,0
4533,715842183,42,F,5,High School,Married,Less than $40K,Blue,35,5,4,3,1514.0,745,769.0,0.694,4004,69,0.683,0.492,1
4534,718545033,27,F,0,Graduate,Married,Less than $40K,Blue,17,4,2,2,2042.0,1567,475.0,0.744,5146,78,0.733,0.767,1
4535,719659758,45,F,4,High School,Married,$40K - $60K,Blue,35,6,1,0,2919.0,1670,1249.0,1.041,4194,72,0.756,0.572,1
4536,716691783,46,F,3,High School,Single,Less than $40K,Blue,36,2,2,3,6218.0,2517,3701.0,0.716,7689,84,0.68,0.405,1
4537,709015833,42,M,2,Graduate,Single,$60K - $80K,Silver,36,3,3,2,34516.0,0,34516.0,0.774,12920,132,0.737,0.0,1
4538,709179708,40,M,2,Graduate,Divorced,$60K - $80K,Blue,36,3,1,2,3099.0,0,3099.0,0.72,3622,75,0.667,0.0,1
4539,718024908,52,F,2,Graduate,Unknown,Less than $40K,Blue,40,2,1,3,2743.0,1705,1038.0,0.605,6993,97,0.54,0.622,1
4540,717231558,49,F,4,Graduate,Married,Less than $40K,Blue,43,2,2,2,3002.0,1446,1556.0,0.815,4851,74,0.947,0.482,1
4541,720553158,39,F,1,Graduate,Single,Less than $40K,Blue,31,5,2,1,3390.0,2222,1168.0,0.768,5001,82,0.822,0.655,1
4542,710990283,56,M,1,High School,Married,$80K - $120K,Blue,36,4,1,2,3906.0,1851,2055.0,0.73,1839,33,0.833,0.474,1
4543,711492258,50,M,2,Graduate,Married,$60K - $80K,Blue,45,2,1,0,2021.0,1578,443.0,0.761,5298,71,0.919,0.781,1
4544,714787383,32,F,0,College,Married,Unknown,Blue,36,5,3,3,6715.0,1314,5401.0,0.987,1731,41,0.519,0.196,1
4545,718673358,35,M,3,Doctorate,Married,$80K - $120K,Blue,30,5,3,4,13590.0,1528,12062.0,0.728,2137,52,0.486,0.112,0
4546,716604633,55,F,2,Post-Graduate,Married,$40K - $60K,Blue,46,6,2,2,6725.0,2025,4700.0,0.604,1865,53,0.767,0.301,1
4547,711639708,42,M,3,Graduate,Single,$60K - $80K,Blue,32,6,2,2,1438.3,0,1438.3,0.66,1794,45,0.875,0.0,1
4548,715390608,45,F,5,Graduate,Married,Less than $40K,Blue,39,5,3,2,2867.0,1209,1658.0,0.727,5311,81,0.976,0.422,1
4549,710512833,38,F,2,Graduate,Married,Less than $40K,Blue,29,6,1,1,3304.0,1338,1966.0,0.615,5178,79,0.756,0.405,1
4550,756306183,42,F,1,College,Married,Less than $40K,Blue,35,2,1,3,2873.0,2517,356.0,0.803,4897,71,1.088,0.876,1
4551,714283458,40,M,2,College,Single,$80K - $120K,Blue,36,5,1,4,14544.0,0,14544.0,0.768,4064,92,0.769,0.0,1
4552,716183283,27,F,1,College,Divorced,Less than $40K,Blue,15,5,3,2,2166.0,890,1276.0,1.024,3563,70,0.892,0.411,1
4553,719922558,45,F,5,Unknown,Divorced,$40K - $60K,Blue,33,2,2,3,1438.3,0,1438.3,0.739,5346,84,0.787,0.0,1
4554,713607108,46,F,2,College,Divorced,Less than $40K,Blue,31,6,1,2,1852.0,1428,424.0,0.795,4486,61,0.848,0.771,1
4555,779327733,43,M,1,Graduate,Divorced,$60K - $80K,Blue,25,4,3,3,1783.0,1014,769.0,0.956,3861,81,0.558,0.569,1
4556,712206033,55,M,1,Graduate,Married,$40K - $60K,Blue,36,2,1,2,3705.0,1355,2350.0,0.742,16089,119,0.725,0.366,1
4557,720043533,39,M,4,Graduate,Single,$60K - $80K,Blue,26,6,2,0,4534.0,917,3617.0,0.84,4211,66,0.61,0.202,1
4558,779883933,40,F,4,Graduate,Married,Less than $40K,Blue,24,3,3,2,8014.0,1402,6612.0,0.873,1596,34,0.789,0.175,1
4559,720905133,43,M,3,Graduate,Unknown,$80K - $120K,Blue,29,1,2,6,11422.0,1095,10327.0,0.773,2439,45,0.8,0.096,0
4560,717491058,42,M,2,Post-Graduate,Single,$60K - $80K,Blue,26,6,2,3,20803.0,1747,19056.0,0.311,4012,60,0.429,0.084,1
4561,716431833,38,M,2,Unknown,Divorced,$40K - $60K,Blue,28,3,3,4,11209.0,1165,10044.0,0.966,4614,96,0.714,0.104,1
4562,714839808,51,F,3,Graduate,Married,Less than $40K,Blue,35,6,1,1,2141.0,1176,965.0,0.746,4317,64,0.778,0.549,1
4563,709362033,52,F,1,Graduate,Married,Less than $40K,Blue,42,1,5,3,1471.0,0,1471.0,0.624,2253,48,0.455,0.0,0
4564,712076358,46,M,3,High School,Single,$120K +,Blue,34,5,3,2,5155.0,868,4287.0,0.882,3535,57,1.111,0.168,1
4565,817951083,58,F,1,Unknown,Married,$40K - $60K,Silver,53,1,3,3,15928.0,1527,14401.0,0.838,14678,125,0.712,0.096,1
4566,713814408,39,M,2,Uneducated,Single,$80K - $120K,Blue,36,6,2,4,7901.0,1184,6717.0,0.863,3667,66,0.784,0.15,1
4567,769433508,43,M,1,College,Single,$60K - $80K,Blue,37,6,3,3,2733.0,1819,914.0,0.767,933,25,0.923,0.666,1
4568,802795608,54,F,2,High School,Single,Less than $40K,Blue,48,1,3,2,1517.0,556,961.0,0.622,4981,82,0.864,0.367,1
4569,811705233,45,M,2,Unknown,Single,$40K - $60K,Blue,40,6,4,3,7037.0,0,7037.0,0.583,4099,71,0.69,0.0,1
4570,709192233,50,F,2,Unknown,Married,Unknown,Blue,39,3,2,1,1773.0,0,1773.0,0.228,1764,30,0.111,0.0,0
4571,714992733,46,M,3,Graduate,Divorced,$80K - $120K,Blue,36,5,1,1,3210.0,2081,1129.0,0.615,3962,62,0.938,0.648,1
4572,710926383,32,F,2,Post-Graduate,Married,$40K - $60K,Blue,24,5,3,1,1553.0,1177,376.0,0.638,4549,68,0.659,0.758,1
4573,708654933,51,F,2,Doctorate,Married,Less than $40K,Platinum,42,3,2,3,15987.0,193,15794.0,0.435,2021,46,0.394,0.012,0
4574,718455633,60,F,0,Graduate,Single,Unknown,Gold,55,4,3,2,7469.0,2517,4952.0,0.656,16328,124,0.771,0.337,1
4575,716931183,45,M,5,Uneducated,Single,$80K - $120K,Blue,38,3,4,4,7560.0,788,6772.0,1.193,4296,68,0.7,0.104,1
4576,713431008,46,F,5,High School,Married,Unknown,Blue,36,5,3,0,3562.0,0,3562.0,0.753,4198,77,0.75,0.0,1
4577,757024233,34,M,2,Graduate,Single,$120K +,Blue,27,3,1,4,31313.0,2152,29161.0,0.679,2555,62,0.676,0.069,1
4578,710883483,52,F,1,Graduate,Married,$40K - $60K,Blue,34,3,3,3,4189.0,2066,2123.0,0.686,4661,85,0.735,0.493,1
4579,719407983,37,F,0,Post-Graduate,Married,Less than $40K,Blue,25,4,3,2,2061.0,1483,578.0,1.362,2400,60,0.622,0.72,1
4580,789347133,38,F,2,Post-Graduate,Married,$40K - $60K,Blue,28,2,1,1,4468.0,2395,2073.0,0.706,4690,79,0.756,0.536,1
4581,712164333,40,M,4,High School,Married,$60K - $80K,Blue,29,3,3,2,12544.0,1636,10908.0,0.503,1758,51,0.457,0.13,0
4582,714262533,28,F,0,Unknown,Married,Unknown,Blue,36,3,4,2,3524.0,1306,2218.0,0.8,4252,78,0.814,0.371,1
4583,827984658,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,45,3,0,4,23870.0,0,23870.0,0.604,1885,39,0.345,0.0,0
4584,827318958,49,F,4,Unknown,Single,Less than $40K,Blue,45,5,3,2,9431.0,1785,7646.0,0.603,14261,99,0.65,0.189,1
4585,712322058,40,F,3,High School,Married,Less than $40K,Blue,32,5,1,3,2046.0,1694,352.0,0.853,3432,49,0.96,0.828,1
4586,817285758,49,M,4,Graduate,Single,$80K - $120K,Blue,33,5,5,3,16435.0,0,16435.0,0.676,1721,56,0.514,0.0,1
4587,710497608,38,M,2,Uneducated,Single,$40K - $60K,Blue,36,5,1,2,7756.0,1670,6086.0,0.78,1858,51,0.545,0.215,1
4588,717548358,38,F,1,College,Married,Less than $40K,Blue,25,3,3,1,2580.0,2265,315.0,0.824,1665,57,0.629,0.878,1
4589,793712658,52,M,3,Graduate,Married,$80K - $120K,Blue,46,4,2,3,15011.0,2517,12494.0,0.713,1821,36,0.385,0.168,0
4590,712267983,57,F,0,Graduate,Single,Less than $40K,Blue,45,4,3,3,3023.0,2517,506.0,0.646,2477,42,0.615,0.833,0
4591,719656533,44,M,3,High School,Married,$60K - $80K,Blue,36,6,2,3,2675.0,0,2675.0,0.7,4149,79,0.717,0.0,1
4592,789394833,47,M,2,Unknown,Divorced,$80K - $120K,Blue,37,1,2,2,21714.0,1969,19745.0,0.944,13270,104,0.625,0.091,1
4593,712351908,45,M,3,High School,Unknown,$80K - $120K,Blue,34,1,2,3,26438.0,1655,24783.0,0.92,8029,81,0.723,0.063,1
4594,768181608,43,F,3,Graduate,Unknown,Less than $40K,Blue,37,2,3,3,3461.0,1767,1694.0,0.829,13179,122,0.694,0.511,1
4595,815727183,36,M,3,High School,Single,$80K - $120K,Blue,31,6,1,1,5228.0,1443,3785.0,0.934,2683,62,0.938,0.276,1
4596,771865908,48,F,2,Graduate,Single,Unknown,Blue,37,4,2,3,11750.0,487,11263.0,0.772,2532,48,0.548,0.041,0
4597,708285108,42,M,4,Graduate,Single,$40K - $60K,Blue,36,1,1,2,6128.0,2239,3889.0,0.768,13505,116,0.681,0.365,1
4598,779900808,32,M,0,College,Single,$60K - $80K,Blue,16,2,3,2,21551.0,0,21551.0,0.536,14950,94,0.843,0.0,1
4599,810261633,44,M,4,Graduate,Single,$60K - $80K,Blue,39,2,2,3,9682.0,1727,7955.0,0.88,14991,95,0.9,0.178,1
4600,713743158,47,M,1,Graduate,Married,$60K - $80K,Blue,36,4,3,2,19063.0,1714,17349.0,0.786,1270,21,0.615,0.09,1
4601,712593933,40,M,3,Doctorate,Married,$40K - $60K,Blue,36,3,3,4,2313.0,0,2313.0,0.673,2249,42,0.312,0.0,0
4602,716869458,34,F,3,College,Single,Less than $40K,Blue,36,3,6,1,7440.0,704,6736.0,0.551,2251,63,0.537,0.095,1
4603,716592558,52,F,1,High School,Single,Less than $40K,Blue,36,3,3,3,2340.0,1101,1239.0,0.766,4501,68,0.7,0.471,1
4604,709927458,38,M,3,Graduate,Single,$40K - $60K,Blue,20,1,3,3,10486.0,1544,8942.0,0.716,4042,77,0.925,0.147,1
4605,718083483,42,M,3,Uneducated,Unknown,Less than $40K,Blue,35,4,5,0,6218.0,2134,4084.0,1.25,2086,50,0.786,0.343,1
4606,718276758,52,F,1,Graduate,Single,$40K - $60K,Blue,40,2,1,2,4705.0,890,3815.0,0.723,8226,97,0.644,0.189,1
4607,718835583,50,F,1,Graduate,Married,Unknown,Blue,41,6,2,2,15641.0,2379,13262.0,0.816,3769,76,0.617,0.152,1
4608,719849958,44,F,4,Graduate,Single,Less than $40K,Blue,36,4,3,3,2658.0,1884,774.0,0.627,4779,83,0.93,0.709,1
4609,715392558,52,M,1,Unknown,Single,$120K +,Blue,44,6,1,2,34516.0,0,34516.0,1.03,2848,56,0.75,0.0,1
4610,815613033,49,M,2,Unknown,Married,Less than $40K,Silver,44,2,2,3,12518.0,1722,10796.0,0.891,14276,96,0.778,0.138,1
4611,772000533,59,M,1,Graduate,Married,$60K - $80K,Blue,48,4,3,2,14257.0,1113,13144.0,0.406,1809,23,0.278,0.078,1
4612,717138558,28,M,0,Post-Graduate,Married,$40K - $60K,Blue,16,5,1,3,3665.0,0,3665.0,0.737,1813,31,0.409,0.0,1
4613,811974483,56,M,2,Graduate,Single,$40K - $60K,Blue,51,1,3,1,1466.0,723,743.0,0.793,5110,86,0.593,0.493,1
4614,818701383,37,M,3,High School,Married,$60K - $80K,Blue,32,6,2,2,2253.0,1667,586.0,0.884,1641,45,0.667,0.74,1
4615,709987683,46,F,4,Graduate,Married,Unknown,Blue,36,4,3,4,2286.0,0,2286.0,1.057,2798,40,0.481,0.0,0
4616,710438358,42,F,1,Uneducated,Single,Less than $40K,Blue,35,4,3,3,3241.0,0,3241.0,0.442,2152,43,0.303,0.0,0
4617,807157833,56,F,4,Uneducated,Single,Unknown,Blue,51,5,1,1,3334.0,1272,2062.0,1.12,4284,73,0.587,0.382,1
4618,720190908,59,M,1,High School,Single,$60K - $80K,Blue,51,6,2,4,8973.0,1300,7673.0,0.568,4699,72,0.714,0.145,1
4619,715276683,52,M,2,High School,Married,$60K - $80K,Blue,45,5,1,4,24287.0,1676,22611.0,0.506,5495,69,0.816,0.069,1
4620,711120333,43,M,5,Unknown,Married,$60K - $80K,Blue,36,3,5,1,7411.0,1341,6070.0,0.799,4278,80,0.633,0.181,1
4621,716022258,51,F,3,College,Single,Less than $40K,Blue,36,3,3,3,8960.0,2222,6738.0,0.382,1853,40,0.333,0.248,0
4622,708680583,53,F,1,Graduate,Married,$40K - $60K,Blue,36,4,1,2,2043.0,1590,453.0,0.618,4940,68,0.619,0.778,1
4623,710839308,34,F,2,High School,Single,Less than $40K,Blue,21,6,1,3,5015.0,1671,3344.0,0.689,3161,77,0.878,0.333,1
